i4,c10,c15,i1,r4
2540,james,morrison,22,1.91
2541,hila,sitaridi,22,1.57
2542,james,hanks,58,1.92
2543,ioannis,keromutis,31,1.77
2544,leonard,dickinson,14,1.91
2545,angelica,spielberg,23,1.52
2546,daniel,dewitt,11,1.81
2547,dimitris,cooper,46,1.63
2548,aaron,hellerstein,33,1.98
2549,kim,papadimitriou,28,1.59
2550,angelica,beethoven,22,1.90
2551,martha,skywalker,57,1.84
2552,alex,rhoads,47,1.75
2553,luke,smith,42,1.74
2554,spock,katz,13,1.57
2555,sebastian,bellovin,13,1.63
2556,angelica,hoare,56,1.50
2557,barack,rhoads,48,1.88
2558,ludwig,halford,14,1.50
2559,joseph,geambasu,19,1.75
2560,han,stonebraker,48,1.70
2561,tal,gravano,14,1.69
2562,jim,bach,40,1.58
2563,jim,solo,26,1.57
2564,leonard,keromutis,56,1.61
2565,hila,gravano,59,1.84
2566,angus,geambasu,53,1.78
2567,luke,halford,33,1.52
2568,han,keromutis,12,1.60
2569,martha,beethoven,23,1.56
2570,daniel,dickinson,35,1.93
2571,martha,halford,25,1.91
2572,hila,dickinson,58,1.86
2573,tom,kardashian,34,1.96
2574,tal,hofstadter,53,1.67
2575,angelica,hellerstein,36,1.65
2576,sebastian,biliris,40,1.78
2577,alex,morrison,18,1.67
2578,sheldon,bush,16,1.57
2579,spock,bush,51,1.71
2580,dhaval,solo,59,1.88
2581,sheldon,polychroniou,35,1.97
2582,joe,osbourne,40,1.67
2583,steven,smith,57,1.55
2584,bruce,hellerstein,18,1.76
2585,bruce,gravano,48,1.66
2586,cliff,halford,47,1.94
2587,jim,young,28,1.51
2588,simha,cohen,54,1.91
2589,sheldon,skywalker,12,1.69
2590,jeremy,hanks,42,1.83
2591,james,halford,32,1.52
2592,tom,kardashian,20,1.80
2593,jim,hofstadter,32,1.72
2594,sheldon,servedio,48,1.58
2595,anakin,yannakakis,58,1.81
2596,barack,ross,56,1.66
2597,daniel,young,18,1.98
2598,tal,osbourne,20,1.64
2599,kim,hetfield,21,1.56
2600,han,bush,23,1.96
2601,barack,smith,60,1.85
2602,xi,young,18,1.88
2603,ling,papadimitriou,10,1.81
2604,tal,skywalker,57,1.96
2605,ethan,skywalker,34,1.79
2606,jack,paparas,48,1.59
2607,george,young,60,1.73
2608,aaron,servedio,17,1.87
2609,kenneth,katz,24,1.57
2610,leia,beethoven,51,1.72
2611,malcolm,skywalker,34,1.91
2612,george,katz,38,1.70
2613,han,bach,58,1.77
2614,adam,servedio,57,1.59
2615,dhaval,malkin,36,1.97
2616,kim,obama,17,1.57
2617,orestis,malkin,27,1.71
2618,kim,kardashian,54,1.57
2619,david,solo,54,1.93
2620,john,chen,18,1.71
2621,john,bellovin,35,1.80
2622,xi,becker,17,1.97
2623,kim,morrison,30,1.83
2624,jim,hanks,13,1.77
2625,ozzy,paparas,46,1.70
2626,hila,bush,20,1.54
2627,kim,yannakakis,41,1.53
2628,daniel,dewitt,53,1.89
2629,ethan,smith,39,1.93
2630,jim,halford,13,1.86
2631,simha,beethoven,39,1.98
2632,sheldon,bellovin,19,1.82
2633,james,hoare,21,1.96
2634,tom,hofstadter,12,1.72
2635,daniel,biliris,37,1.83
2636,joe,bush,55,1.70
2637,hila,organa,30,1.73
2638,malcolm,chen,40,1.98
2639,tom,dickinson,15,1.83
2640,ozzy,beethoven,24,1.90
2641,michael,hoare,55,1.76
2642,john,welles,37,1.71
2643,michael,polychroniou,29,1.78
2644,jim,smith,48,1.63
2645,adam,chen,43,1.58
2646,barack,servedio,52,1.87
2647,adam,biliris,28,1.97
2648,kim,hanks,60,1.82
2649,dhaval,skywalker,11,1.68
2650,joseph,rhoads,60,1.52
2651,ozzy,becker,52,1.68
2652,ethan,paparas,21,1.79
2653,martha,bach,43,1.94
2654,alex,malkin,51,1.99
2655,leonard,obama,18,1.58
2656,luke,malkin,59,1.57
2657,sebastian,yannakakis,34,1.75
2658,leia,young,15,1.98
2659,leia,welles,45,1.97
2660,john,skywalker,19,1.70
2661,ashish,bach,11,1.66
2662,cliff,dewitt,52,1.92
2663,ioannis,young,23,2.00
2664,barack,becker,43,1.61
2665,joseph,papadimitriou,53,1.82
2666,tom,bellovin,29,1.72
2667,spock,bush,48,1.78
2668,eric,papadimitriou,11,1.98
2669,adam,skywalker,12,1.52
2670,spock,rhoads,46,1.95
2671,randy,bach,39,1.99
2672,david,welles,13,1.86
2673,ozzy,smith,17,1.96
2674,ioannis,bach,49,1.50
2675,john,spielberg,36,1.50
2676,sheldon,beethoven,20,1.77
2677,randy,becker,22,1.63
2678,barack,malkin,49,1.98
2679,ling,bach,59,1.92
2680,sheldon,hanks,58,1.52
2681,tom,beethoven,49,1.54
2682,randy,dewitt,33,1.77
2683,aaron,osbourne,18,1.99
2684,dimitris,biliris,44,1.69
2685,dhaval,hofstadter,36,1.96
2686,aaron,skywalker,47,1.89
2687,ling,hoare,24,1.60
2688,tom,hanks,60,1.62
2689,simha,kardashian,58,1.88
2690,leia,smith,38,1.96
2691,leonard,skywalker,23,1.87
2692,ozzy,morrison,58,1.97
2693,james,bush,33,1.99
2694,tal,hanks,28,1.84
2695,daniel,papadimitriou,58,1.57
2696,cliff,biliris,23,1.97
2697,randy,polychroniou,14,1.85
2698,hila,servedio,46,1.82
2699,anakin,geambasu,52,1.74
2700,sebastian,kardashian,17,1.64
2701,kanna,smith,28,1.54
2702,michael,polychroniou,24,1.61
2703,cliff,ross,46,1.61
2704,joseph,solo,29,1.99
2705,jim,cohen,21,1.98
2706,ethan,bush,20,1.98
2707,jim,obama,29,1.51
2708,angus,papadimitriou,36,1.76
2709,kenneth,dewitt,10,1.69
2710,james,polychroniou,59,1.64
2711,jim,young,42,1.84
2712,kenneth,rhoads,33,1.75
2713,hila,skywalker,36,1.84
2714,cliff,becker,58,1.86
2715,angelina,biliris,52,1.66
2716,jeremy,morrison,12,1.92
2717,leonard,bach,50,1.77
2718,kim,sitaridi,45,1.88
2719,ioannis,stonebraker,33,1.66
2720,rocco,hanks,25,1.70
2721,han,bush,24,1.65
2722,eric,welles,46,1.61
2723,kenneth,bach,22,1.51
2724,angelina,welles,25,1.64
2725,malcolm,sitaridi,51,1.79
2726,david,katz,32,1.50
2727,george,osbourne,24,1.69
2728,vaggelis,beethoven,29,1.79
2729,ozzy,beethoven,12,1.83
2730,tom,keromutis,40,1.62
2731,angus,bush,24,1.66
2732,pam,bush,43,1.53
2733,rocco,bach,37,1.73
2734,cliff,cooper,19,1.99
2735,jim,morrison,30,1.98
2736,sheldon,hoare,34,1.64
2737,han,biliris,23,1.77
2738,john,polychroniou,20,1.67
2739,angelica,malkin,42,1.99
2740,dhaval,hanks,44,1.64
2741,joseph,skywalker,40,1.60
2742,rocco,dewitt,58,1.89
2743,kenneth,polychroniou,16,1.92
2744,spock,skywalker,39,1.80
2745,hila,hellerstein,52,1.66
2746,steven,bush,56,1.77
2747,dimitris,becker,38,1.51
2748,jeff,rhoads,44,1.61
2749,daniel,hanks,19,1.63
2750,ashish,paparas,13,1.56
2751,cliff,beethoven,56,1.84
2752,dhaval,osbourne,40,1.74
2753,ashish,cohen,23,1.97
2754,ludwig,cooper,47,1.83
2755,barack,keromutis,33,1.64
2756,martha,bellovin,33,1.57
2757,cliff,hoare,34,1.57
2758,malcolm,yannakakis,15,1.51
2759,cliff,paparas,49,1.75
2760,george,yannakakis,26,1.93
2761,dimitris,polychroniou,44,1.53
2762,adam,halford,43,1.95
2763,david,paparas,26,1.80
2764,eric,geambasu,39,1.64
2765,luke,bush,11,1.77
2766,adam,solo,28,1.81
2767,pam,hofstadter,18,1.81
2768,joseph,organa,51,2.00
2769,ozzy,chen,56,1.99
2770,leia,becker,41,1.52
2771,john,hoare,44,1.98
2772,ozzy,organa,60,1.87
2773,bruce,beethoven,48,1.75
2774,barack,hanks,36,1.80
2775,kanna,stonebraker,24,1.58
2776,daniel,paparas,28,1.54
2777,joseph,stonebraker,57,1.63
2778,john,cooper,30,1.77
2779,spock,becker,26,1.78
2780,leonard,morrison,49,1.91
2781,malcolm,hellerstein,51,1.51
2782,leia,beethoven,41,1.66
2783,orestis,geambasu,33,1.70
2784,adam,hellerstein,24,1.65
2785,kenneth,paparas,30,1.60
2786,tal,paparas,25,1.64
2787,tom,young,53,1.56
2788,rocco,malkin,41,1.82
2789,eric,bush,41,1.96
2790,ling,young,12,1.86
2791,jim,stonebraker,50,2.00
2792,malcolm,malkin,40,1.53
2793,orestis,gravano,44,1.74
2794,martha,dickinson,17,2.00
2795,sebastian,hofstadter,20,1.50
2796,ludwig,dickinson,46,1.65
2797,adam,skywalker,35,1.66
2798,ethan,dewitt,15,1.78
2799,ozzy,hofstadter,46,1.95
2800,barack,osbourne,43,1.90
2801,dimitris,bach,43,1.66
2802,luke,polychroniou,16,1.64
2803,malcolm,ross,29,1.91
2804,joseph,welles,17,1.55
2805,cliff,geambasu,47,1.57
2806,sebastian,bach,40,1.93
2807,rocco,hetfield,11,1.90
2808,cliff,katz,27,1.84
2809,kim,solo,55,1.74
2810,luis,organa,43,1.75
2811,daniel,stonebraker,57,1.51
2812,sebastian,servedio,21,1.78
2813,ozzy,skywalker,34,1.98
2814,aaron,gravano,40,1.78
2815,david,becker,44,1.55
2816,simha,hellerstein,49,1.50
2817,steven,yannakakis,37,1.57
2818,jim,young,49,1.59
2819,jim,papadimitriou,52,1.59
2820,jeremy,kardashian,53,1.52
2821,angelina,katz,51,1.67
2822,ashish,becker,49,1.95
2823,angelina,dewitt,42,1.97
2824,kenneth,sitaridi,36,1.70
2825,dimitris,young,18,1.53
2826,leonard,becker,14,1.71
2827,hila,hellerstein,23,1.71
2828,pam,obama,49,1.55
2829,kenneth,biliris,46,1.79
2830,michael,rhoads,37,1.99
2831,steven,dewitt,45,1.59
2832,ashish,dickinson,22,1.61
2833,hila,servedio,23,1.95
2834,ozzy,dickinson,57,1.67
2835,martha,obama,22,1.59
2836,adam,dewitt,16,1.51
2837,joe,bush,37,1.66
2838,jim,papadimitriou,34,1.78
2839,angelina,dewitt,10,1.58
2840,sebastian,paparas,30,1.62
2841,ethan,hofstadter,42,1.57
2842,leonard,dickinson,26,1.78
2843,hila,cooper,31,1.78
2844,aaron,stonebraker,20,1.77
2845,joe,rhoads,20,1.61
2846,kim,hetfield,52,1.58
2847,ludwig,cohen,24,1.66
2848,tom,becker,26,1.58
2849,jack,bush,13,1.72
2850,ling,dewitt,35,1.69
2851,aaron,solo,45,1.70
2852,michael,organa,43,1.69
2853,barack,solo,56,1.93
2854,ioannis,obama,28,1.61
2855,luke,bellovin,36,1.57
2856,malcolm,osbourne,22,1.66
2857,eric,ross,28,1.66
2858,rocco,hoare,58,1.67
2859,barack,hellerstein,16,1.82
2860,david,papadimitriou,31,1.89
2861,ludwig,hofstadter,34,1.66
2862,pam,cohen,57,1.67
2863,randy,smith,44,1.97
2864,joe,osbourne,27,1.96
2865,han,young,48,1.85
2866,martha,cooper,10,1.85
2867,sebastian,becker,55,1.81
2868,sheldon,bellovin,57,1.90
2869,xi,cooper,15,1.96
2870,dhaval,young,47,1.77
2871,bruce,paparas,58,1.70
2872,cliff,keromutis,46,1.65
2873,david,obama,30,1.74
2874,dimitris,cooper,47,1.95
2875,david,paparas,25,1.55
2876,luis,cohen,29,1.61
2877,jeremy,bush,16,1.99
2878,kanna,cohen,37,1.93
2879,bruce,organa,18,2.00
2880,hila,rhoads,12,1.95
2881,john,polychroniou,47,1.72
2882,steven,biliris,34,1.99
2883,michael,osbourne,20,1.89
2884,daniel,cohen,32,1.53
2885,rocco,paparas,58,1.52
2886,sebastian,solo,60,1.74
2887,hila,paparas,18,1.58
2888,jim,smith,59,1.60
2889,kenneth,organa,54,1.59
2890,sebastian,becker,48,1.93
2891,barack,cooper,17,1.73
2892,dimitris,gravano,45,1.53
2893,jim,hetfield,40,1.82
2894,rocco,halford,17,1.79
2895,adam,cooper,23,1.65
2896,aaron,ross,41,1.61
2897,steven,becker,38,2.00
2898,kim,hellerstein,47,1.91
2899,sheldon,hanks,36,1.94
2900,leonard,hetfield,26,1.60
2901,joseph,rhoads,37,1.70
2902,ashish,sitaridi,59,1.58
2903,tal,young,32,1.62
2904,vaggelis,rhoads,14,1.78
2905,kenneth,bush,30,1.57
2906,tom,hofstadter,48,1.56
2907,leia,katz,32,1.63
2908,daniel,dewitt,58,1.88
2909,daniel,osbourne,45,2.00
2910,adam,osbourne,25,1.83
2911,tom,beethoven,39,1.61
2912,vaggelis,katz,44,1.84
2913,spock,obama,41,1.78
2914,kim,dickinson,57,1.94
2915,orestis,rhoads,39,1.93
2916,leonard,hellerstein,27,1.51
2917,joseph,keromutis,27,1.51
2918,dimitris,biliris,47,1.56
2919,leonard,organa,29,1.65
2920,anakin,biliris,56,1.78
2921,ozzy,yannakakis,34,1.50
2922,eric,kardashian,57,1.95
2923,george,kardashian,39,1.50
2924,leonard,dewitt,39,1.70
2925,barack,sitaridi,15,1.97
2926,ioannis,dewitt,18,1.92
2927,simha,geambasu,36,1.52
2928,barack,hoare,27,1.96
2929,eric,sitaridi,59,1.91
2930,jeremy,smith,24,1.69
2931,alex,hetfield,50,1.67
2932,jeremy,yannakakis,54,1.68
2933,vaggelis,malkin,23,2.00
2934,jeff,bellovin,46,1.97
2935,michael,geambasu,11,1.61
2936,ioannis,bellovin,47,1.68
2937,barack,bellovin,26,1.59
2938,angelica,malkin,50,1.54
2939,bruce,polychroniou,26,1.79
2940,sheldon,servedio,50,1.84
2941,luis,hellerstein,37,1.77
2942,ethan,skywalker,29,1.88
2943,steven,cohen,59,1.70
2944,luis,organa,16,1.60
2945,anakin,geambasu,48,1.97
2946,barack,solo,29,1.52
2947,orestis,hellerstein,10,1.85
2948,han,osbourne,49,1.64
2949,jeff,bush,33,1.65
2950,rocco,kardashian,45,1.92
2951,hila,osbourne,40,1.83
2952,dhaval,yannakakis,28,1.86
2953,leia,hoare,43,1.81
2954,xi,obama,35,1.76
2955,adam,biliris,26,2.00
2956,malcolm,skywalker,38,1.54
2957,daniel,cooper,53,1.50
2958,alex,cohen,31,1.77
2959,ling,paparas,11,1.50
2960,han,katz,22,1.94
2961,george,bellovin,31,1.70
2962,dimitris,cooper,30,1.96
2963,jack,smith,43,1.60
2964,luke,paparas,47,1.85
2965,ozzy,halford,12,1.80
2966,barack,papadimitriou,12,1.73
2967,steven,hoare,27,1.78
2968,cliff,dickinson,33,1.53
2969,pam,ross,11,1.94
2970,luke,osbourne,33,1.96
2971,leia,stonebraker,25,1.80
2972,angelina,servedio,10,1.52
2973,john,cooper,57,1.52
2974,alex,servedio,12,1.99
2975,daniel,skywalker,15,1.69
2976,xi,gravano,27,1.52
2977,vaggelis,obama,47,1.93
2978,jeremy,osbourne,26,1.59
2979,kenneth,hellerstein,21,1.82
2980,adam,bush,33,1.61
2981,george,keromutis,36,1.69
2982,martha,geambasu,46,1.78
2983,pam,biliris,24,1.65
2984,ashish,malkin,47,1.55
2985,james,gravano,57,1.73
2986,eric,hoare,38,1.62
2987,jeremy,yannakakis,55,1.89
2988,jeremy,chen,51,1.67
2989,david,polychroniou,35,1.67
2990,angus,obama,55,1.85
2991,angelica,rhoads,18,1.58
2992,bruce,hofstadter,38,1.95
2993,angelina,yannakakis,31,1.74
2994,jim,bach,26,1.99
2995,angelina,papadimitriou,41,1.60
2996,sebastian,osbourne,58,1.96
2997,jim,beethoven,23,1.98
2998,dimitris,organa,57,1.57
2999,george,keromutis,57,1.54
3000,dhaval,polychroniou,23,1.74
3001,malcolm,stonebraker,47,1.84
3002,bruce,katz,22,1.52
3003,adam,cohen,39,1.67
3004,jim,yannakakis,33,1.51
3005,joseph,keromutis,40,1.86
3006,pam,kardashian,19,1.76
3007,malcolm,geambasu,45,1.55
3008,vaggelis,young,26,1.73
3009,david,smith,20,1.77
3010,pam,spielberg,16,1.97
3011,daniel,kardashian,37,1.86
3012,jeremy,gravano,60,1.50
3013,jeff,beethoven,48,1.80
3014,bruce,hofstadter,19,1.98
3015,alex,bellovin,46,1.68
3016,luke,malkin,43,1.77
3017,daniel,obama,20,1.93
3018,vaggelis,hanks,32,1.67
3019,leonard,hoare,39,2.00
3020,joe,organa,31,1.52
3021,barack,bach,46,1.83
3022,george,ross,56,1.95
3023,anakin,cohen,48,1.55
3024,dimitris,cooper,35,1.96
3025,eric,yannakakis,53,1.60
3026,anakin,welles,39,1.89
3027,tal,skywalker,50,1.82
3028,kanna,malkin,30,1.60
3029,aaron,biliris,11,1.80
3030,randy,hellerstein,39,1.71
3031,john,young,50,1.91
3032,kim,obama,28,1.65
3033,han,hanks,34,1.85
3034,rocco,rhoads,38,1.78
3035,luis,chen,32,1.92
3036,dimitris,skywalker,44,1.66
3037,kenneth,katz,24,1.59
3038,kim,geambasu,16,1.67
3039,martha,stonebraker,24,1.71
3040,barack,hoare,51,1.57
3041,tom,servedio,45,1.65
3042,bruce,hanks,36,1.87
3043,jim,hanks,29,1.72
3044,dhaval,skywalker,30,1.52
3045,luke,biliris,38,1.85
3046,barack,yannakakis,58,1.58
3047,orestis,bach,37,1.62
3048,john,kardashian,58,1.67
3049,rocco,skywalker,60,1.56
3050,michael,bach,35,2.00
3051,jeremy,organa,57,1.94
3052,ashish,morrison,25,1.67
3053,angelina,spielberg,32,1.67
3054,ethan,malkin,45,1.94
3055,barack,hetfield,28,1.61
3056,angelina,malkin,43,1.65
3057,vaggelis,yannakakis,17,1.56
3058,dhaval,young,43,1.82
3059,bruce,biliris,17,1.79
3060,dhaval,gravano,35,1.72
3061,simha,geambasu,57,1.71
3062,michael,yannakakis,28,1.55
3063,alex,osbourne,27,1.86
3064,michael,dewitt,11,1.74
3065,malcolm,organa,45,1.59
3066,ioannis,ross,18,1.92
3067,ashish,sitaridi,18,1.65
3068,xi,young,45,1.57
3069,jeremy,osbourne,25,1.81
3070,ioannis,geambasu,47,1.83
3071,kim,bush,53,1.53
3072,jeremy,cooper,51,1.95
3073,joe,sitaridi,51,2.00
3074,leia,hellerstein,16,1.99
3075,martha,gravano,10,1.65
3076,angus,osbourne,11,1.85
3077,sheldon,geambasu,27,1.91
3078,eric,dewitt,34,1.53
3079,michael,sitaridi,45,1.67
3080,sebastian,halford,50,2.00
3081,tal,chen,14,1.80
3082,cliff,paparas,35,1.61
3083,ludwig,skywalker,51,2.00
3084,randy,smith,57,1.66
3085,simha,rhoads,58,1.63
3086,sheldon,gravano,30,1.71
3087,cliff,hetfield,39,1.55
3088,simha,bach,20,1.68
3089,aaron,geambasu,26,1.65
3090,randy,stonebraker,25,1.91
3091,jack,spielberg,58,1.56
3092,steven,polychroniou,57,1.69
3093,simha,cooper,43,1.94
3094,ozzy,rhoads,29,1.52
3095,joseph,kardashian,35,1.98
3096,jim,welles,48,1.85
3097,kim,organa,47,1.54
3098,aaron,halford,60,1.52
3099,john,ross,43,1.98
3100,ludwig,skywalker,42,1.54
3101,jeremy,young,29,1.64
3102,han,organa,24,1.88
3103,sebastian,servedio,18,1.89
3104,ethan,organa,48,1.71
3105,pam,keromutis,56,2.00
3106,angelina,paparas,38,1.96
3107,tom,hetfield,47,1.85
3108,cliff,bellovin,13,1.69
3109,cliff,bush,58,1.73
3110,xi,solo,57,1.61
3111,orestis,hoare,30,1.79
3112,adam,gravano,28,1.58
3113,kenneth,spielberg,53,1.63
3114,pam,kardashian,25,1.70
3115,tom,becker,16,1.76
3116,joe,solo,14,1.60
3117,barack,cohen,60,1.51
3118,angus,gravano,22,1.70
3119,luis,organa,42,1.82
3120,leia,morrison,57,2.00
3121,han,polychroniou,12,1.89
3122,dhaval,organa,56,1.92
3123,ling,smith,39,1.76
3124,angelica,osbourne,48,1.83
3125,ling,servedio,19,1.62
3126,jeff,gravano,16,1.71
3127,ethan,obama,13,1.89
3128,dhaval,halford,21,2.00
3129,anakin,servedio,56,1.89
3130,barack,welles,40,1.65
3131,malcolm,hetfield,44,1.59
3132,cliff,solo,53,1.96
3133,ozzy,beethoven,30,1.51
3134,ozzy,skywalker,29,1.51
3135,ioannis,spielberg,24,1.97
3136,jim,yannakakis,36,2.00
3137,dimitris,spielberg,35,1.96
3138,jeremy,beethoven,49,1.55
3139,xi,ross,10,1.97
3140,xi,morrison,14,1.94
3141,daniel,papadimitriou,22,1.99
3142,pam,rhoads,24,1.82
3143,simha,gravano,49,1.78
3144,steven,hoare,13,1.64
3145,tal,hofstadter,16,1.79
3146,tom,stonebraker,28,1.69
3147,leia,dewitt,10,1.94
3148,kenneth,polychroniou,15,1.79
3149,jim,spielberg,31,1.68
3150,ozzy,smith,24,1.85
3151,david,keromutis,58,1.77
3152,luke,stonebraker,38,1.51
3153,rocco,hofstadter,52,1.58
3154,kim,ross,18,1.59
3155,david,cooper,59,1.58
3156,leonard,bellovin,29,1.54
3157,aaron,geambasu,50,1.64
3158,aaron,hofstadter,30,1.78
3159,bruce,geambasu,59,1.68
3160,kenneth,polychroniou,27,1.50
3161,jim,kardashian,45,1.58
3162,cliff,katz,11,1.93
3163,ioannis,sitaridi,43,1.50
3164,spock,stonebraker,35,1.76
3165,jeremy,welles,55,1.90
3166,kenneth,halford,34,1.64
3167,martha,hofstadter,50,1.97
3168,leia,hoare,32,1.57
3169,angus,dickinson,50,1.81
3170,leonard,hoare,37,1.66
3171,luke,kardashian,18,1.84
3172,angelica,hofstadter,28,1.58
3173,ioannis,young,47,1.62
3174,angus,ross,19,1.85
3175,kanna,sitaridi,41,1.74
3176,angelina,bush,43,1.53
3177,ludwig,dewitt,38,1.97
3178,sheldon,hanks,38,1.79
3179,sebastian,hoare,30,1.86
3180,kenneth,organa,28,1.88
3181,jeff,bellovin,39,1.54
3182,randy,bellovin,16,1.62
3183,barack,halford,57,1.87
3184,aaron,hetfield,21,1.53
3185,barack,sitaridi,13,1.63
3186,ashish,ross,23,1.55
3187,tal,papadimitriou,33,1.83
3188,dhaval,polychroniou,33,1.65
3189,jeremy,stonebraker,28,1.51
3190,barack,ross,37,1.99
3191,angelica,hanks,50,1.99
3192,luke,hetfield,31,1.50
3193,jeremy,welles,21,1.99
3194,simha,beethoven,41,1.99
3195,david,cooper,37,1.78
3196,luke,osbourne,55,2.00
3197,ioannis,bach,30,1.62
3198,angelina,yannakakis,47,1.71
3199,barack,gravano,29,1.76
3200,sheldon,bellovin,29,1.65
3201,aaron,kardashian,26,1.54
3202,malcolm,obama,19,1.97
3203,bruce,chen,17,1.86
3204,kim,malkin,38,1.76
3205,ethan,bellovin,33,1.98
3206,daniel,bach,55,1.60
3207,joe,ross,15,1.63
3208,jack,cooper,59,2.00
3209,angelina,becker,16,1.90
3210,simha,hofstadter,22,1.65
3211,jim,cohen,10,1.94
3212,barack,gravano,29,1.78
3213,jeff,organa,16,1.92
3214,joe,beethoven,39,1.50
3215,luis,bach,33,1.85
3216,ethan,keromutis,15,1.96
3217,kim,yannakakis,51,1.61
3218,tal,ross,14,1.77
3219,ethan,sitaridi,43,1.54
3220,sheldon,bach,58,1.51
3221,jack,gravano,60,1.53
3222,adam,cohen,41,1.79
3223,dhaval,stonebraker,14,1.78
3224,randy,hoare,41,1.59
3225,jim,chen,38,1.97
3226,angelica,ross,28,1.82
3227,bruce,papadimitriou,42,1.51
3228,dimitris,cooper,34,1.79
3229,orestis,young,50,1.99
3230,jim,hellerstein,59,1.95
3231,eric,morrison,18,1.77
3232,james,osbourne,13,1.63
3233,aaron,chen,35,1.82
3234,anakin,becker,34,1.93
3235,jim,hetfield,52,1.56
3236,sebastian,ross,25,1.90
3237,ozzy,yannakakis,59,1.79
3238,jeremy,bellovin,11,1.71
3239,vaggelis,keromutis,52,1.84
3240,vaggelis,chen,24,1.95
3241,jeremy,dickinson,48,1.89
3242,angelina,bellovin,23,1.87
3243,vaggelis,polychroniou,55,1.79
3244,jeremy,papadimitriou,52,1.85
3245,barack,solo,29,1.65
3246,simha,geambasu,16,1.96
3247,ashish,ross,52,1.72
3248,jeff,halford,42,1.56
3249,rocco,osbourne,15,1.94
3250,bruce,sitaridi,60,1.93
3251,spock,servedio,33,1.68
3252,anakin,cooper,30,1.89
3253,ozzy,organa,36,1.63
3254,joseph,ross,31,1.83
3255,dhaval,bush,21,1.63
3256,han,morrison,48,1.67
3257,steven,ross,22,1.93
3258,randy,rhoads,21,1.61
3259,cliff,halford,30,1.84
3260,michael,beethoven,31,1.64
3261,rocco,dewitt,49,1.97
3262,spock,skywalker,56,1.59
3263,adam,bach,13,1.82
3264,bruce,cohen,37,1.91
3265,orestis,stonebraker,33,1.63
3266,david,obama,59,1.84
3267,kenneth,bellovin,42,1.94
3268,anakin,osbourne,48,1.52
3269,vaggelis,papadimitriou,29,1.76
3270,jack,keromutis,20,1.64
3271,sebastian,hanks,31,1.89
3272,michael,spielberg,11,1.72
3273,george,yannakakis,14,1.74
3274,alex,yannakakis,44,1.53
3275,tom,spielberg,21,1.66
3276,malcolm,geambasu,48,1.99
3277,anakin,spielberg,54,1.56
3278,daniel,rhoads,50,1.78
3279,barack,beethoven,18,1.85
3280,tom,halford,16,1.59
3281,martha,bach,33,1.86
3282,jack,chen,22,1.82
3283,james,organa,47,1.73
3284,hila,becker,15,1.99
3285,eric,biliris,38,1.99
3286,ashish,servedio,23,1.68
3287,jim,malkin,21,1.71
3288,randy,polychroniou,34,1.67
3289,george,biliris,36,1.72
3290,jeff,obama,59,1.88
3291,michael,katz,49,1.60
3292,john,morrison,35,1.68
3293,angelina,sitaridi,46,1.77
3294,angus,obama,43,1.73
3295,pam,hofstadter,15,1.94
3296,tom,bush,44,1.53
3297,jack,geambasu,37,1.59
3298,ling,spielberg,37,1.76
3299,michael,hofstadter,20,1.91
3300,james,spielberg,40,1.59
3301,ethan,hellerstein,25,1.90
3302,spock,halford,11,1.98
3303,kim,cooper,37,1.81
3304,tal,skywalker,47,1.85
3305,pam,smith,47,1.64
3306,eric,morrison,54,1.88
3307,kim,bach,52,1.53
3308,hila,kardashian,45,1.72
3309,han,dewitt,38,2.00
3310,adam,dewitt,12,1.54
3311,hila,paparas,20,1.53
3312,jim,halford,38,1.98
3313,eric,biliris,28,1.64
3314,martha,dewitt,33,1.61
3315,orestis,welles,24,1.89
3316,ioannis,keromutis,34,1.99
3317,leia,beethoven,29,1.51
3318,leonard,dewitt,38,1.96
3319,john,spielberg,18,1.88
3320,ozzy,dewitt,26,1.86
3321,jack,dickinson,29,1.58
3322,steven,papadimitriou,39,1.66
3323,barack,yannakakis,19,1.67
3324,ioannis,sitaridi,20,1.83
3325,aaron,kardashian,38,1.79
3326,eric,geambasu,13,1.55
3327,adam,hellerstein,44,1.61
3328,martha,geambasu,32,2.00
3329,leonard,hoare,30,1.66
3330,sheldon,paparas,20,1.73
3331,angelina,osbourne,36,1.94
3332,joe,gravano,24,1.86
3333,simha,geambasu,57,1.92
3334,john,hoare,47,2.00
3335,ethan,bellovin,26,1.95
3336,cliff,hofstadter,37,1.62
3337,alex,keromutis,38,1.98
3338,spock,bach,30,1.88
3339,tal,dewitt,23,1.96
3340,michael,hoare,23,1.78
3341,kenneth,malkin,44,1.60
3342,steven,osbourne,39,1.95
3343,han,papadimitriou,10,1.69
3344,anakin,biliris,18,1.78
3345,jeremy,cohen,53,1.86
3346,michael,hofstadter,13,1.87
3347,jack,servedio,17,1.67
3348,dimitris,osbourne,18,1.71
3349,barack,katz,11,1.92
3350,ozzy,young,18,1.54
3351,dhaval,cooper,16,1.58
3352,aaron,hellerstein,47,1.89
3353,ashish,beethoven,39,1.53
3354,michael,welles,35,1.56
3355,david,halford,45,1.82
3356,adam,rhoads,13,1.67
3357,han,morrison,57,1.54
3358,jeff,servedio,27,1.54
3359,sheldon,geambasu,19,1.98
3360,dimitris,servedio,16,1.96
3361,pam,gravano,17,1.59
3362,dhaval,becker,19,1.56
3363,angelica,servedio,14,1.69
