i4,c10,c15,i1,r4
2539,ludwig,ross,21,1.80
2540,aaron,beethoven,37,1.57
2541,luke,biliris,24,1.51
2542,tom,kardashian,42,1.68
2543,ling,cohen,12,1.81
2544,kanna,malkin,36,1.50
2545,leonard,gravano,54,1.92
2546,ling,bach,21,1.60
2547,john,katz,40,1.97
2548,angus,keromutis,27,1.56
2549,george,biliris,28,1.81
2550,spock,bush,11,1.75
2551,leia,bach,31,1.78
2552,orestis,skywalker,34,1.97
2553,michael,rhoads,47,1.93
2554,luis,yannakakis,53,1.72
2555,leonard,geambasu,54,1.97
2556,dimitris,halford,11,1.60
2557,sebastian,smith,54,1.95
2558,joe,hetfield,45,1.69
2559,tom,papadimitriou,20,1.80
2560,eric,halford,39,1.59
2561,adam,hanks,32,1.90
2562,adam,bellovin,54,1.89
2563,ozzy,cohen,12,1.61
2564,angelina,katz,57,1.78
2565,jeremy,bush,33,1.91
2566,alex,papadimitriou,22,1.57
2567,tal,gravano,15,1.73
2568,joe,gravano,34,1.84
2569,angelica,obama,45,1.71
2570,pam,solo,25,1.78
2571,spock,kardashian,41,1.67
2572,barack,solo,55,1.78
2573,sebastian,becker,41,1.67
2574,ethan,cohen,17,1.94
2575,luis,yannakakis,55,1.87
2576,ethan,katz,13,1.94
2577,cliff,bellovin,13,1.62
2578,bruce,spielberg,51,1.93
2579,anakin,hellerstein,22,1.96
2580,kanna,hofstadter,54,1.56
2581,han,chen,51,2.00
2582,adam,kardashian,39,1.72
2583,angelica,yannakakis,13,1.98
2584,steven,dewitt,57,1.81
2585,jack,sitaridi,36,2.00
2586,rocco,smith,45,1.66
2587,george,obama,38,1.71
2588,angelica,rhoads,58,1.96
2589,angelica,hoare,28,1.88
2590,jim,chen,53,1.71
2591,rocco,organa,56,1.96
2592,luis,malkin,48,1.93
2593,luis,sitaridi,60,1.63
2594,david,organa,17,1.58
2595,malcolm,cooper,58,1.59
2596,aaron,organa,38,1.95
2597,adam,geambasu,45,1.96
2598,anakin,sitaridi,18,1.77
2599,xi,ross,27,1.54
2600,ethan,hetfield,26,1.55
2601,kim,hanks,55,1.65
2602,daniel,skywalker,45,1.77
2603,angelica,hellerstein,41,1.82
2604,malcolm,stonebraker,23,1.58
2605,angelica,beethoven,34,1.98
2606,orestis,solo,11,1.82
2607,anakin,bush,54,1.69
2608,pam,hanks,28,1.59
2609,james,katz,46,1.62
2610,randy,cohen,31,1.70
2611,jeremy,hanks,48,1.76
2612,jack,malkin,19,1.50
2613,rocco,osbourne,13,1.57
2614,ashish,morrison,51,1.54
2615,dimitris,smith,40,1.84
2616,cliff,dewitt,21,1.98
2617,james,sitaridi,45,1.97
2618,rocco,bellovin,56,1.55
2619,ling,bach,29,1.57
2620,adam,halford,33,1.53
2621,leia,bach,60,1.76
2622,adam,morrison,58,1.91
2623,leia,hellerstein,59,1.77
2624,leonard,beethoven,15,1.59
2625,joe,bellovin,13,1.91
2626,han,yannakakis,23,1.73
2627,joe,biliris,23,1.56
2628,joe,geambasu,51,1.87
2629,pam,bush,52,1.91
2630,rocco,kardashian,55,1.63
2631,daniel,bush,54,1.67
2632,luke,dewitt,55,2.00
2633,john,becker,36,1.72
2634,adam,hellerstein,44,1.89
2635,xi,papadimitriou,22,1.98
2636,tom,paparas,32,1.52
2637,rocco,kardashian,47,1.63
2638,simha,bellovin,35,1.55
2639,simha,hellerstein,13,1.68
2640,barack,bach,11,1.72
2641,han,halford,25,1.51
2642,martha,dewitt,22,1.99
2643,ioannis,stonebraker,47,1.74
2644,david,welles,58,1.58
2645,jeremy,beethoven,24,1.58
2646,bruce,polychroniou,48,1.89
2647,eric,bellovin,41,1.65
2648,anakin,spielberg,39,1.56
2649,ludwig,hetfield,27,1.68
2650,dhaval,dickinson,15,1.79
2651,sheldon,geambasu,49,1.92
2652,vaggelis,smith,56,1.86
2653,simha,halford,26,1.84
2654,bruce,solo,50,1.53
2655,james,hofstadter,36,1.70
2656,sheldon,chen,43,1.79
2657,orestis,chen,15,2.00
2658,barack,stonebraker,59,1.60
2659,luke,hofstadter,17,1.87
2660,angelica,dewitt,55,1.78
2661,ling,paparas,55,1.61
2662,martha,chen,21,1.58
2663,ozzy,cooper,45,1.61
2664,james,solo,46,1.67
2665,martha,dewitt,34,1.91
2666,sheldon,cooper,32,1.73
2667,ludwig,beethoven,37,1.80
2668,kenneth,osbourne,55,1.97
2669,barack,paparas,10,1.64
2670,simha,biliris,11,1.86
2671,jack,yannakakis,37,1.61
2672,bruce,cohen,58,1.62
2673,ling,hellerstein,21,1.97
2674,james,keromutis,40,1.83
2675,hila,papadimitriou,17,1.81
2676,orestis,chen,47,1.52
2677,steven,morrison,13,1.87
2678,adam,biliris,20,1.79
2679,xi,solo,40,1.61
2680,bruce,hofstadter,46,1.52
2681,leia,hetfield,39,1.71
2682,joseph,geambasu,28,1.83
2683,aaron,beethoven,18,1.50
2684,dimitris,yannakakis,58,1.95
2685,spock,morrison,13,1.75
2686,ling,hanks,32,1.64
2687,luis,osbourne,20,1.77
2688,joe,dickinson,59,1.70
2689,hila,organa,52,1.51
2690,martha,katz,18,1.84
2691,leonard,hanks,47,1.66
2692,adam,smith,37,1.58
2693,steven,hanks,30,1.81
2694,alex,becker,14,1.66
2695,luis,katz,52,1.65
2696,pam,ross,31,1.64
2697,adam,paparas,28,1.62
2698,tal,hetfield,30,1.50
2699,jeremy,polychroniou,25,1.81
2700,han,yannakakis,53,1.92
2701,adam,hellerstein,44,1.87
2702,joe,dickinson,44,1.88
2703,hila,rhoads,26,1.75
2704,martha,hanks,20,1.61
2705,barack,keromutis,37,1.52
2706,george,cooper,33,1.97
2707,adam,dewitt,29,1.88
2708,angelica,hoare,48,1.61
2709,malcolm,kardashian,27,1.96
2710,barack,keromutis,30,1.75
2711,james,malkin,30,1.60
2712,cliff,cohen,25,1.80
2713,ling,gravano,49,1.92
2714,cliff,hoare,36,1.61
2715,tom,malkin,14,1.95
2716,rocco,hanks,39,1.66
2717,michael,malkin,38,1.70
2718,randy,hoare,12,1.72
2719,joseph,rhoads,15,1.72
2720,anakin,malkin,59,1.95
2721,ioannis,rhoads,25,1.87
2722,han,welles,21,1.65
2723,pam,gravano,59,1.65
2724,sheldon,spielberg,27,1.52
2725,angelina,polychroniou,20,1.69
2726,orestis,biliris,45,1.62
2727,jim,biliris,37,1.64
2728,tal,hoare,51,1.75
2729,sebastian,hofstadter,25,1.80
2730,orestis,katz,38,1.76
2731,angus,young,29,1.51
2732,luis,ross,23,1.86
2733,kenneth,geambasu,26,1.73
2734,tal,beethoven,53,1.76
2735,sebastian,yannakakis,12,1.69
2736,james,solo,50,1.67
2737,george,papadimitriou,47,1.54
2738,xi,welles,32,1.90
2739,kim,spielberg,50,1.65
2740,vaggelis,hellerstein,53,1.52
2741,vaggelis,obama,32,1.84
2742,han,chen,38,1.64
2743,steven,biliris,55,1.80
2744,anakin,rhoads,15,1.85
2745,angus,sitaridi,21,1.67
2746,malcolm,cohen,47,1.57
2747,steven,bush,23,1.50
2748,luis,organa,34,1.55
2749,vaggelis,welles,48,1.96
2750,martha,morrison,55,1.65
2751,han,hetfield,28,1.63
2752,kim,servedio,20,1.73
2753,joseph,skywalker,12,1.71
2754,angelica,spielberg,50,1.89
2755,sheldon,solo,29,1.52
2756,han,organa,54,1.93
2757,jim,organa,27,1.81
2758,sheldon,smith,23,1.61
2759,sheldon,servedio,16,1.81
2760,jack,biliris,16,1.66
2761,ludwig,yannakakis,47,1.58
2762,xi,organa,21,1.50
2763,randy,sitaridi,35,1.80
2764,ludwig,stonebraker,14,1.93
2765,ethan,katz,40,1.96
2766,barack,solo,44,1.67
2767,daniel,gravano,36,1.64
2768,simha,young,27,1.56
2769,tom,malkin,38,1.78
2770,vaggelis,spielberg,53,1.89
2771,michael,halford,50,1.92
2772,alex,hetfield,57,1.68
2773,alex,bach,36,1.50
2774,eric,polychroniou,34,1.59
2775,randy,spielberg,25,1.74
2776,daniel,young,52,1.56
2777,ashish,stonebraker,11,1.69
2778,tom,cohen,28,1.69
2779,ozzy,osbourne,22,1.82
2780,michael,kardashian,11,1.83
2781,kenneth,katz,18,1.51
2782,luke,hetfield,50,1.56
2783,han,cohen,18,1.54
2784,ethan,cooper,38,2.00
2785,xi,sitaridi,16,1.53
2786,angus,beethoven,58,1.99
2787,randy,servedio,36,1.59
2788,steven,welles,27,1.52
2789,steven,halford,10,1.75
2790,james,halford,30,1.90
2791,ethan,young,30,1.79
2792,orestis,paparas,57,1.98
2793,hila,welles,54,1.52
2794,rocco,dewitt,14,1.66
2795,ozzy,osbourne,19,1.81
2796,vaggelis,bush,52,1.77
2797,barack,hetfield,33,1.66
2798,angelina,bellovin,53,1.94
2799,angelica,dewitt,60,1.63
2800,orestis,biliris,53,1.96
2801,george,polychroniou,18,1.61
2802,rocco,halford,13,1.87
2803,michael,servedio,28,1.62
2804,angelica,hellerstein,19,1.84
2805,leonard,rhoads,31,1.82
2806,bruce,morrison,37,1.64
2807,xi,osbourne,29,1.76
2808,rocco,katz,31,1.86
2809,ethan,biliris,50,1.79
2810,hila,smith,60,1.67
2811,anakin,halford,40,1.92
2812,hila,becker,16,1.89
2813,angelina,becker,14,1.77
2814,barack,organa,25,1.81
2815,jim,osbourne,37,1.58
2816,eric,ross,52,1.72
2817,ashish,papadimitriou,22,1.81
2818,pam,hofstadter,31,1.86
2819,barack,hanks,28,1.51
2820,sebastian,hetfield,36,1.99
2821,adam,hanks,13,1.54
2822,kim,obama,15,1.93
2823,martha,rhoads,24,1.56
2824,leonard,katz,17,1.56
2825,angelina,spielberg,27,1.95
2826,john,keromutis,45,1.88
2827,joseph,bush,17,1.77
2828,angelina,hellerstein,46,1.83
2829,jeff,ross,49,1.63
2830,alex,hetfield,46,1.69
2831,alex,osbourne,33,2.00
2832,anakin,rhoads,40,1.54
2833,barack,hetfield,35,1.97
2834,malcolm,obama,18,1.59
2835,kanna,dickinson,59,1.65
2836,anakin,hellerstein,44,1.59
2837,pam,solo,40,1.98
2838,jim,geambasu,16,1.65
2839,simha,rhoads,53,1.53
2840,adam,spielberg,45,1.73
2841,ludwig,bach,17,1.59
2842,eric,chen,34,1.65
2843,steven,katz,48,1.97
2844,george,rhoads,19,1.96
2845,eric,welles,39,1.89
2846,tom,bellovin,34,1.59
2847,tal,cohen,46,1.66
2848,tal,polychroniou,10,1.70
2849,joe,chen,18,1.83
2850,john,polychroniou,59,1.56
2851,angus,osbourne,38,1.60
2852,george,malkin,44,1.61
2853,kenneth,bellovin,41,1.87
2854,luke,kardashian,30,1.54
2855,vaggelis,beethoven,39,1.80
2856,kim,young,24,1.53
2857,luis,young,32,1.73
2858,hila,smith,45,1.95
2859,anakin,geambasu,23,1.87
2860,simha,dickinson,17,1.97
2861,barack,dewitt,10,1.88
2862,adam,gravano,48,1.70
2863,leonard,sitaridi,29,1.66
2864,jim,cohen,10,1.84
2865,hila,geambasu,48,1.97
2866,ioannis,rhoads,50,1.97
2867,ethan,bellovin,14,1.52
2868,angelica,bach,11,1.61
2869,jeremy,obama,45,1.51
2870,james,becker,11,1.97
2871,ling,hoare,54,1.70
2872,rocco,geambasu,46,1.68
2873,ling,morrison,27,1.73
2874,joseph,solo,35,1.81
2875,aaron,young,14,1.79
2876,james,obama,21,1.55
2877,randy,rhoads,38,1.70
2878,ozzy,cooper,57,1.53
2879,angus,skywalker,19,1.64
2880,simha,dewitt,44,1.69
2881,kim,papadimitriou,35,1.75
2882,ozzy,malkin,20,2.00
2883,ludwig,halford,28,1.65
2884,rocco,hoare,15,1.53
2885,bruce,cooper,38,1.83
2886,ozzy,smith,28,1.74
2887,barack,chen,18,1.51
2888,joseph,dickinson,25,1.67
2889,randy,papadimitriou,32,1.65
2890,pam,spielberg,44,1.82
2891,ludwig,organa,19,1.51
2892,han,stonebraker,52,1.64
2893,spock,hetfield,26,1.69
2894,luis,becker,24,1.58
2895,jim,dewitt,10,1.72
2896,jim,sitaridi,26,1.90
2897,john,becker,11,1.88
2898,kanna,obama,20,1.85
2899,george,skywalker,15,1.70
2900,barack,sitaridi,26,1.97
2901,hila,keromutis,21,1.57
2902,adam,chen,22,1.75
2903,ludwig,geambasu,39,1.87
2904,joe,polychroniou,24,1.96
2905,ashish,beethoven,33,1.90
2906,ling,polychroniou,26,1.84
2907,sheldon,polychroniou,35,1.96
2908,kim,paparas,51,1.66
2909,jeff,malkin,23,1.77
2910,angus,kardashian,47,1.50
2911,luke,becker,17,1.90
2912,leia,chen,28,1.96
2913,jim,obama,27,1.91
2914,joe,bush,30,1.83
2915,jim,ross,22,1.69
2916,orestis,rhoads,36,1.77
2917,ling,hofstadter,29,1.64
2918,ioannis,bach,36,1.80
2919,alex,welles,23,1.83
2920,jim,bellovin,30,1.55
2921,kenneth,osbourne,32,1.87
2922,kenneth,organa,29,1.92
2923,luis,malkin,27,1.55
2924,eric,smith,10,1.67
2925,cliff,bach,24,1.69
2926,angelica,bush,55,1.91
2927,george,smith,31,1.82
2928,vaggelis,becker,48,1.65
2929,jim,bush,35,1.59
2930,angelina,geambasu,27,1.95
2931,hila,spielberg,39,1.58
2932,ozzy,hofstadter,53,1.53
2933,angelina,hofstadter,35,1.81
2934,spock,hoare,22,1.94
2935,george,beethoven,54,1.83
2936,ludwig,sitaridi,27,1.82
2937,alex,chen,54,1.93
2938,rocco,stonebraker,60,1.86
2939,malcolm,gravano,27,1.78
2940,luke,polychroniou,34,1.84
2941,spock,spielberg,33,1.73
2942,xi,hellerstein,39,1.85
2943,john,welles,10,1.72
2944,ling,cohen,22,1.67
2945,daniel,solo,43,1.81
2946,michael,becker,14,1.82
2947,xi,hellerstein,12,1.71
2948,kim,stonebraker,52,1.76
2949,joe,biliris,37,1.64
2950,jeff,hanks,38,1.80
2951,hila,chen,40,1.78
2952,aaron,polychroniou,57,1.92
2953,barack,cohen,32,1.79
2954,vaggelis,biliris,57,1.76
2955,luis,chen,17,1.73
2956,luis,spielberg,52,1.73
2957,barack,cohen,44,1.93
2958,alex,bach,10,1.86
2959,jim,bush,38,1.54
2960,david,polychroniou,19,1.75
2961,leonard,keromutis,14,1.56
2962,ludwig,malkin,40,1.75
2963,george,papadimitriou,11,1.61
2964,ozzy,sitaridi,50,1.67
2965,aaron,welles,40,1.98
2966,jeff,chen,16,1.54
2967,angelica,chen,12,1.84
2968,ludwig,young,55,1.61
2969,alex,dewitt,33,1.74
2970,eric,stonebraker,36,1.77
2971,dhaval,hoare,50,1.77
2972,malcolm,hellerstein,27,1.80
2973,tom,hofstadter,21,1.71
2974,bruce,spielberg,40,1.67
2975,ludwig,hanks,44,1.82
2976,ozzy,skywalker,28,1.53
2977,spock,beethoven,18,1.65
2978,ashish,hofstadter,29,1.84
2979,luke,dickinson,37,1.84
2980,pam,keromutis,43,1.68
2981,jim,bush,34,1.68
2982,jeff,organa,28,1.54
2983,ethan,geambasu,51,1.76
2984,adam,smith,23,1.58
2985,kenneth,malkin,13,1.96
2986,dimitris,sitaridi,29,1.97
2987,anakin,ross,28,1.96
2988,ludwig,hanks,42,1.75
2989,spock,malkin,22,1.55
2990,kim,cohen,18,1.80
2991,dhaval,polychroniou,57,2.00
2992,leonard,keromutis,23,1.59
2993,angelica,servedio,30,1.66
2994,dhaval,geambasu,58,1.89
2995,ling,dewitt,44,1.65
2996,barack,bach,33,1.90
2997,michael,cooper,41,1.85
2998,eric,beethoven,57,1.89
2999,luis,spielberg,12,1.94
3000,ozzy,chen,35,1.65
3001,luke,cooper,50,1.95
3002,xi,obama,19,1.61
3003,ashish,dewitt,24,1.67
3004,malcolm,hanks,55,1.61
3005,sheldon,bush,14,1.75
3006,vaggelis,papadimitriou,13,1.51
3007,alex,hanks,30,1.56
3008,kenneth,beethoven,37,1.95
3009,randy,hanks,54,1.91
3010,david,morrison,22,1.77
3011,jack,chen,27,1.50
3012,george,gravano,36,1.61
3013,angelina,dewitt,51,1.55
3014,orestis,osbourne,60,1.69
3015,martha,cooper,29,1.95
3016,ashish,solo,30,1.96
3017,kim,kardashian,58,1.63
3018,han,kardashian,25,1.84
3019,steven,stonebraker,42,1.82
3020,orestis,smith,11,1.83
3021,spock,gravano,38,1.67
3022,luke,hanks,52,1.51
3023,daniel,osbourne,38,1.85
3024,anakin,hetfield,45,1.99
3025,angelica,bellovin,13,1.82
3026,rocco,chen,17,1.68
3027,steven,beethoven,55,1.89
3028,malcolm,hoare,31,1.96
3029,barack,polychroniou,35,1.73
3030,ozzy,hofstadter,15,1.66
3031,sebastian,malkin,12,1.84
3032,ioannis,bellovin,57,1.87
3033,alex,hoare,52,2.00
3034,leonard,servedio,16,1.73
3035,angelina,halford,43,1.50
3036,george,spielberg,51,1.78
3037,orestis,hellerstein,38,1.65
3038,ethan,dickinson,28,1.58
3039,david,bush,47,1.70
3040,angelica,smith,23,1.57
3041,cliff,beethoven,40,1.80
3042,cliff,dewitt,23,1.86
3043,steven,becker,57,1.70
3044,hila,stonebraker,47,1.61
3045,rocco,young,31,1.64
3046,tal,gravano,47,1.89
3047,sheldon,chen,44,1.73
3048,ioannis,hoare,46,1.98
3049,jeremy,bush,17,1.91
3050,dhaval,chen,27,1.95
3051,jack,ross,51,1.88
3052,joe,hetfield,19,1.77
3053,hila,organa,39,1.80
3054,john,skywalker,34,1.65
3055,kanna,keromutis,24,1.83
3056,angelina,bush,12,2.00
3057,orestis,sitaridi,43,1.59
3058,martha,beethoven,36,2.00
3059,anakin,dewitt,38,1.66
3060,anakin,morrison,17,1.87
3061,james,cooper,28,1.60
3062,ioannis,katz,20,1.67
3063,jack,skywalker,15,1.74
3064,barack,hofstadter,43,1.82
3065,jim,dewitt,12,1.90
3066,adam,kardashian,18,1.78
3067,angelica,ross,19,1.86
3068,simha,skywalker,25,1.91
3069,david,chen,31,1.84
3070,martha,polychroniou,22,1.55
3071,jeremy,obama,36,1.92
3072,tom,malkin,23,1.83
3073,simha,katz,40,1.90
3074,john,bellovin,46,1.88
3075,eric,sitaridi,28,1.95
3076,rocco,halford,16,1.83
3077,anakin,bach,43,1.78
3078,han,osbourne,48,1.69
3079,dimitris,welles,21,1.88
3080,luke,stonebraker,30,1.74
3081,martha,paparas,37,1.74
3082,orestis,dickinson,22,1.62
3083,kenneth,katz,39,1.80
3084,bruce,cohen,33,1.86
3085,leonard,stonebraker,27,1.81
3086,vaggelis,dewitt,40,1.80
3087,ethan,spielberg,27,1.91
3088,james,dickinson,39,1.62
3089,aaron,chen,39,1.55
3090,adam,bellovin,42,1.91
3091,simha,halford,23,1.86
3092,tom,bellovin,44,1.60
3093,jack,young,37,1.75
3094,angelica,hanks,34,1.57
3095,jim,beethoven,43,1.91
3096,angelina,organa,21,1.86
3097,pam,biliris,19,1.91
3098,angus,osbourne,16,1.66
3099,sheldon,bush,42,1.94
3100,george,sitaridi,14,1.90
3101,kanna,skywalker,43,1.81
3102,david,gravano,24,1.81
3103,jeremy,rhoads,56,1.97
3104,ling,young,20,1.56
3105,jim,gravano,14,1.69
3106,hila,hetfield,12,1.85
3107,vaggelis,yannakakis,42,1.58
3108,steven,papadimitriou,58,1.86
3109,john,cooper,13,1.54
3110,ling,bach,23,1.92
3111,malcolm,hoare,13,1.58
3112,alex,papadimitriou,50,1.63
3113,sheldon,malkin,48,1.68
3114,kim,hofstadter,37,1.64
3115,orestis,spielberg,43,1.59
3116,sebastian,sitaridi,39,1.81
3117,barack,rhoads,50,1.82
3118,rocco,polychroniou,35,1.52
3119,han,skywalker,13,1.78
3120,luis,rhoads,46,1.93
3121,barack,morrison,22,1.99
3122,jack,katz,24,1.64
3123,xi,ross,11,1.97
3124,kenneth,hellerstein,37,1.80
3125,martha,hanks,15,1.66
3126,dimitris,smith,29,1.54
3127,angus,skywalker,13,1.97
3128,luke,osbourne,26,1.64
3129,kim,ross,18,1.79
3130,malcolm,spielberg,16,1.72
3131,ludwig,stonebraker,40,1.83
3132,joseph,halford,15,1.81
3133,joe,biliris,42,1.85
3134,dhaval,smith,27,1.76
3135,joseph,gravano,25,1.71
3136,malcolm,paparas,17,1.82
3137,barack,paparas,54,1.91
3138,adam,hoare,50,1.50
3139,joseph,servedio,35,1.94
3140,dhaval,welles,27,1.80
3141,pam,smith,45,1.73
3142,anakin,paparas,33,1.77
3143,tom,smith,40,1.88
3144,steven,skywalker,37,1.61
3145,tom,polychroniou,13,1.70
3146,james,dickinson,28,1.67
3147,luis,skywalker,31,1.93
3148,luis,smith,41,1.88
3149,barack,katz,24,1.91
3150,anakin,dewitt,38,1.87
3151,daniel,cooper,55,1.57
3152,spock,papadimitriou,30,1.96
3153,rocco,cohen,43,1.98
3154,hila,ross,46,1.75
3155,david,servedio,46,1.56
3156,han,papadimitriou,10,1.91
3157,barack,gravano,21,1.64
3158,cliff,hetfield,45,1.89
3159,orestis,hetfield,51,1.53
3160,luke,osbourne,16,1.85
3161,cliff,smith,58,1.63
3162,jeremy,chen,58,1.57
3163,michael,papadimitriou,55,1.57
3164,rocco,smith,19,1.95
3165,kim,chen,60,1.95
3166,eric,halford,16,1.85
3167,dimitris,organa,50,1.98
3168,orestis,cooper,59,1.70
3169,alex,beethoven,20,1.70
3170,simha,hofstadter,37,1.82
3171,james,chen,57,1.96
3172,xi,katz,24,1.80
3173,kanna,hellerstein,40,1.63
3174,angelica,sitaridi,45,1.86
3175,angelina,welles,30,1.99
3176,kenneth,obama,38,1.68
3177,ethan,skywalker,32,1.63
3178,luis,rhoads,14,1.73
3179,aaron,bellovin,55,1.75
3180,david,welles,39,1.83
3181,martha,hellerstein,21,1.83
3182,george,organa,37,1.70
3183,kanna,rhoads,50,1.97
3184,alex,obama,47,1.92
3185,martha,cohen,24,1.58
3186,leia,halford,42,1.93
3187,xi,gravano,41,1.76
3188,michael,ross,35,1.84
3189,anakin,polychroniou,30,1.86
3190,bruce,spielberg,44,1.71
3191,dimitris,young,18,1.73
3192,angus,katz,15,1.95
3193,ethan,hetfield,27,1.95
3194,angus,malkin,42,1.99
3195,luis,becker,35,1.62
3196,xi,beethoven,44,1.74
3197,david,osbourne,29,1.78
3198,randy,paparas,48,1.78
3199,jim,osbourne,56,1.96
3200,david,katz,18,1.50
3201,anakin,hellerstein,60,2.00
3202,jim,stonebraker,18,1.81
3203,steven,kardashian,37,1.83
3204,michael,obama,32,1.85
3205,martha,hofstadter,41,1.91
3206,joseph,young,11,1.93
3207,angus,biliris,42,1.97
3208,cliff,halford,27,1.64
3209,martha,hoare,56,1.91
3210,angelina,cohen,16,1.78
3211,sheldon,solo,33,1.83
3212,joe,paparas,16,1.95
3213,randy,obama,50,1.61
3214,pam,servedio,56,1.91
3215,john,beethoven,26,1.52
3216,jeff,welles,33,1.57
3217,michael,sitaridi,25,1.93
3218,alex,servedio,15,1.97
3219,ioannis,morrison,29,1.78
3220,luke,gravano,35,2.00
3221,eric,hellerstein,45,1.64
3222,martha,rhoads,12,1.55
3223,kanna,beethoven,33,1.68
3224,luis,malkin,12,1.70
3225,malcolm,hanks,26,1.92
3226,leonard,skywalker,19,1.96
3227,dimitris,papadimitriou,22,1.53
3228,luis,gravano,13,1.61
3229,kanna,cohen,35,1.62
3230,spock,morrison,30,1.52
3231,dimitris,spielberg,57,1.67
3232,aaron,malkin,53,1.99
3233,leonard,stonebraker,40,1.59
3234,eric,spielberg,28,1.63
3235,kanna,osbourne,33,1.54
3236,tom,halford,15,1.50
3237,tom,katz,54,1.80
3238,jeremy,skywalker,39,1.88
3239,john,paparas,57,1.75
3240,ozzy,hofstadter,50,1.90
3241,daniel,kardashian,47,1.94
3242,kanna,hoare,39,1.54
3243,daniel,hoare,51,1.76
3244,bruce,hellerstein,47,1.96
3245,kim,morrison,53,1.54
3246,vaggelis,solo,17,1.71
3247,sebastian,kardashian,20,1.78
3248,sebastian,gravano,12,2.00
3249,kanna,beethoven,51,1.89
3250,joe,rhoads,30,1.94
3251,steven,hetfield,58,1.85
3252,dimitris,geambasu,43,1.84
3253,anakin,hoare,45,1.76
3254,jack,smith,31,1.92
3255,malcolm,katz,42,1.81
3256,ling,keromutis,60,1.84
3257,luke,kardashian,55,1.64
3258,luis,spielberg,50,1.89
3259,hila,obama,55,1.87
3260,leonard,bellovin,16,1.78
3261,ashish,osbourne,43,1.65
3262,spock,keromutis,49,1.54
3263,sheldon,organa,46,1.96
3264,ozzy,hofstadter,45,1.59
3265,kanna,dickinson,25,1.79
3266,jim,ross,15,1.55
3267,michael,chen,54,1.50
3268,han,stonebraker,27,1.75
3269,sheldon,geambasu,12,1.50
3270,joseph,yannakakis,56,1.66
3271,tom,hoare,36,1.55
3272,vaggelis,biliris,50,1.61
3273,luis,spielberg,53,1.54
3274,jeff,dickinson,32,1.98
3275,ethan,dickinson,22,1.91
3276,david,cohen,13,1.79
3277,jeff,young,34,1.81
3278,jack,halford,55,1.94
3279,jeff,becker,29,1.70
3280,leia,cohen,60,1.58
3281,simha,malkin,36,1.92
3282,martha,becker,32,1.73
3283,spock,biliris,46,1.58
3284,angus,cooper,40,1.89
3285,angus,biliris,58,1.79
3286,joe,becker,55,1.66
3287,randy,smith,17,1.64
3288,sebastian,cooper,21,1.56
3289,pam,stonebraker,15,1.61
3290,george,cohen,58,1.51
3291,angus,sitaridi,32,1.57
3292,pam,papadimitriou,47,1.52
3293,spock,beethoven,13,1.58
3294,james,dickinson,57,1.98
3295,tom,hoare,36,1.53
3296,eric,welles,26,1.61
3297,xi,bach,54,1.96
3298,david,ross,36,1.65
3299,ling,paparas,13,1.73
3300,leia,polychroniou,17,1.64
3301,john,cooper,16,1.60
3302,david,rhoads,41,1.78
3303,rocco,sitaridi,10,1.81
3304,jack,ross,32,1.92
3305,barack,kardashian,28,1.65
3306,ludwig,welles,50,1.68
3307,alex,biliris,57,1.67
3308,ashish,malkin,29,1.78
3309,george,beethoven,35,1.50
3310,pam,sitaridi,23,1.81
3311,ozzy,organa,34,1.89
3312,ludwig,hanks,25,1.96
3313,james,hetfield,59,1.83
3314,anakin,ross,29,1.62
3315,daniel,papadimitriou,41,1.90
3316,steven,gravano,50,1.50
3317,jeff,polychroniou,60,1.89
3318,aaron,hetfield,45,1.63
3319,steven,stonebraker,42,1.58
3320,dhaval,yannakakis,54,1.97
3321,david,gravano,40,1.92
3322,ludwig,biliris,30,1.73
3323,eric,hoare,28,1.51
3324,luis,hetfield,18,1.82
3325,sebastian,bach,37,1.57
3326,leia,organa,54,1.61
3327,spock,bellovin,59,1.75
3328,joe,polychroniou,47,1.93
3329,daniel,morrison,12,1.91
3330,barack,solo,29,1.98
3331,michael,hetfield,38,1.61
3332,angelica,hanks,33,1.86
3333,simha,halford,11,2.00
3334,luke,bach,17,1.69
3335,joe,hoare,11,1.55
3336,anakin,beethoven,47,1.62
3337,randy,biliris,52,1.63
3338,kim,becker,24,1.86
3339,john,spielberg,15,1.93
3340,simha,malkin,11,1.52
3341,john,hetfield,17,1.52
3342,angelina,polychroniou,50,1.89
3343,michael,ross,36,1.92
3344,jim,servedio,31,1.87
3345,ioannis,yannakakis,56,1.87
3346,david,hanks,27,1.60
3347,spock,hoare,17,1.98
3348,daniel,morrison,59,1.58
3349,jack,cohen,21,1.80
3350,joseph,hoare,53,1.50
3351,angus,halford,36,1.68
3352,jim,dewitt,35,1.71
3353,xi,morrison,22,1.70
3354,malcolm,bush,58,1.54
3355,tom,malkin,19,1.79
3356,adam,welles,35,1.82
3357,alex,spielberg,10,1.86
3358,ludwig,gravano,49,1.93
3359,joseph,cooper,31,1.90
3360,george,becker,26,1.96
3361,han,dewitt,32,1.52
3362,eric,smith,35,1.94
3363,aaron,hetfield,42,1.84
3364,sheldon,chen,41,1.81
3365,joseph,smith,13,1.55
3366,angelina,katz,39,1.92
3367,malcolm,beethoven,56,1.50
3368,adam,gravano,43,1.61
3369,leonard,hetfield,40,1.79
